	fecha	prediccion	medicion
346	2015-01-03 04:00:00	pred_7	13.860107630448706
347	2015-01-03 04:00:00	pred_4	12.330892822248178
348	2015-01-03 05:00:00	pred_8	26.27475751736912
349	2015-01-03 05:00:00	pred_7	22.494689388981296
350	2015-01-03 05:00:00	pred_6	26.974161531373795
351	2015-01-03 05:00:00	pred_11	28.8203520135572
352	2015-01-03 05:00:00	pred_2	26.916060493155165
353	2015-01-03 05:00:00	pred_4	21.628596703581266
354	2015-01-03 05:00:00	pred_5	23.158839233677355
355	2015-01-03 05:00:00	pred_3	21.58105688280467
356	2015-01-03 05:00:00	pred_1	27.199553593706803
357	2015-01-03 05:00:00	pred_12	35.49950309066427
358	2015-01-03 05:00:00	pred_10	29.11472180022639
359	2015-01-03 05:00:00	pred_9	27.050725772998376
360	2015-01-03 06:00:00	pred_3	53.498574856566925
361	2015-01-03 06:00:00	pred_10	43.22052811041022
362	2015-01-03 06:00:00	pred_1	53.78091749868496
363	2015-01-03 06:00:00	pred_8	54.061986736256024
364	2015-01-03 06:00:00	pred_4	49.5532211286548
365	2015-01-03 06:00:00	pred_6	52.09954319269056
366	2015-01-03 06:00:00	pred_7	53.1369072881979
367	2015-01-03 06:00:00	pred_9	47.23902437852337
368	2015-01-03 06:00:00	pred_2	54.04790171239646
369	2015-01-03 06:00:00	pred_11	40.306325414293276
370	2015-01-03 06:00:00	pred_12	39.5551872741652
371	2015-01-03 06:00:00	pred_5	57.13163769196558
372	2015-01-03 07:00:00	pred_12	53.00096178551927
373	2015-01-03 07:00:00	pred_7	56.39251427659622
374	2015-01-03 07:00:00	pred_10	56.878474900440395
375	2015-01-03 07:00:00	pred_5	55.4429405103345
376	2015-01-03 07:00:00	pred_11	54.85429094787631
377	2015-01-03 07:00:00	pred_4	51.04309435396694
378	2015-01-03 07:00:00	pred_8	63.82114672841545
379	2015-01-03 07:00:00	pred_6	58.284160341127254
380	2015-01-03 07:00:00	pred_2	55.44956629441737
381	2015-01-03 07:00:00	pred_3	56.62473494030459
382	2015-01-03 07:00:00	pred_9	55.369681148097904
383	2015-01-03 07:00:00	pred_1	54.52032059522811
384	2015-01-03 08:00:00	pred_2	1.6376707922480875
385	2015-01-03 08:00:00	pred_8	4.229770152060446
386	2015-01-03 08:00:00	pred_5	5.027293770776794
387	2015-01-03 08:00:00	pred_12	1.1310779102146853
388	2015-01-03 08:00:00	pred_9	7.08471986734406
389	2015-01-03 08:00:00	pred_4	4.7252275691289976
390	2015-01-03 08:00:00	pred_7	3.7942580784355466
391	2015-01-03 08:00:00	pred_1	3.382764646947919
392	2015-01-03 08:00:00	pred_11	3.388989370063157
393	2015-01-03 08:00:00	pred_3	1.235618574172051
394	2015-01-03 08:00:00	pred_6	7.6988093544692715
395	2015-01-03 08:00:00	pred_10	4.592563216236222
396	2015-01-03 09:00:00	pred_3	66.29577215107757
397	2015-01-03 09:00:00	pred_5	63.26797930445859
398	2015-01-03 09:00:00	pred_4	60.434068895882895
399	2015-01-03 09:00:00	pred_2	65.3113044613356
400	2015-01-03 09:00:00	pred_10	50.87545540248311
401	2015-01-03 09:00:00	pred_11	47.20045521548411
402	2015-01-03 09:00:00	pred_8	57.38145757476346
403	2015-01-03 09:00:00	pred_9	52.17103072731676
404	2015-01-03 09:00:00	pred_12	42.25131518804434
405	2015-01-03 09:00:00	pred_1	66.50493213052556
406	2015-01-03 09:00:00	pred_7	56.674162998344286
407	2015-01-03 09:00:00	pred_6	59.2852518555025
408	2015-01-03 10:00:00	pred_10	27.75178407005886
409	2015-01-03 10:00:00	pred_8	26.46617271944037
410	2015-01-03 10:00:00	pred_7	25.780312065926275
411	2015-01-03 10:00:00	pred_9	26.935033109497734
412	2015-01-03 10:00:00	pred_1	25.984977315474573
413	2015-01-03 10:00:00	pred_3	21.25396574924241
414	2015-01-03 10:00:00	pred_6	26.16707463873012
415	2015-01-03 10:00:00	pred_11	26.690629066993623
416	2015-01-03 10:00:00	pred_4	23.156666277234642
417	2015-01-03 10:00:00	pred_2	24.29917406296337
418	2015-01-03 10:00:00	pred_5	24.81423187558175
419	2015-01-03 10:00:00	pred_12	29.417196904737807
420	2015-01-03 11:00:00	pred_6	58.58138536793038
421	2015-01-03 11:00:00	pred_7	54.91578846399128
422	2015-01-03 11:00:00	pred_9	50.914730253707816
423	2015-01-03 11:00:00	pred_5	58.740484053492786
424	2015-01-03 11:00:00	pred_10	50.751914442132616
425	2015-01-03 11:00:00	pred_8	53.37653428676257
426	2015-01-03 11:00:00	pred_2	60.63343075584847
427	2015-01-03 11:00:00	pred_11	44.6509297665533
428	2015-01-03 11:00:00	pred_1	60.44668733013161
429	2015-01-03 11:00:00	pred_3	59.37731563070771
430	2015-01-03 11:00:00	pred_12	45.88641544556378
431	2015-01-03 11:00:00	pred_4	56.54634495810762
432	2015-01-03 12:00:00	pred_3	41.772191312598316
433	2015-01-03 12:00:00	pred_8	28.62379776603509
434	2015-01-03 12:00:00	pred_2	40.5329344693728
435	2015-01-03 12:00:00	pred_10	41.3354490634293
436	2015-01-03 12:00:00	pred_12	35.03742037091523
437	2015-01-03 12:00:00	pred_11	37.2131943573303
438	2015-01-03 12:00:00	pred_7	47.13515644131621
439	2015-01-03 12:00:00	pred_5	40.44191586179456
440	2015-01-03 12:00:00	pred_9	40.52061520833817
441	2015-01-03 12:00:00	pred_6	40.74748924421196
442	2015-01-03 12:00:00	pred_1	50.54489326900236
443	2015-01-03 12:00:00	pred_4	40.99929669580882
444	2015-01-03 13:00:00	pred_12	43.96981324054964
445	2015-01-03 13:00:00	pred_4	51.07300239880036
446	2015-01-03 13:00:00	pred_7	45.33467708739608
447	2015-01-03 13:00:00	pred_9	42.94264464588419
448	2015-01-03 13:00:00	pred_10	40.34561056709155
449	2015-01-03 13:00:00	pred_6	48.44443150208686
450	2015-01-03 13:00:00	pred_8	44.388773578660135
451	2015-01-03 13:00:00	pred_11	39.85074848620962
452	2015-01-03 13:00:00	pred_1	51.17383968906262
453	2015-01-03 13:00:00	pred_3	51.13683186738413
454	2015-01-03 13:00:00	pred_5	49.99892790882223
455	2015-01-03 13:00:00	pred_2	49.72922731391081
456	2015-01-03 14:00:00	pred_5	114.52190077229281
457	2015-01-03 14:00:00	pred_7	108.14041402986756
458	2015-01-03 14:00:00	pred_12	94.28319332444131
459	2015-01-03 14:00:00	pred_4	112.65003655060056
460	2015-01-03 14:00:00	pred_9	107.54775561092977
